央视,#genre#
CCTV4,http://114.253.74.208:8686/rtp/239.3.1.214:4220
CETV1,http://114.253.74.208:8686/rtp/239.3.1.57:8152
CETV2,http://114.253.74.208:8686/rtp/239.3.1.54:4120
CETV3,http://114.253.74.208:8686/rtp/239.3.1.55:4120
CETV4,http://114.253.74.208:8686/rtp/239.3.1.56:4120
卫视,#genre#
广东卫视,http://61.140.113.125:808/hls/2/index.m3u8
浙江卫视,http://61.140.113.125:808/hls/3/index.m3u8
湖南卫视,http://61.140.113.125:808/hls/4/index.m3u8
江苏卫视,http://61.140.113.125:808/hls/5/index.m3u8
北京卫视,http://61.140.113.125:808/hls/6/index.m3u8
深圳卫视,http://61.140.113.125:808/hls/7/index.m3u8
湖北卫视,http://61.140.113.125:808/hls/8/index.m3u8
天津卫视,http://61.140.113.125:808/hls/9/index.m3u8
黑龙江卫视,http://61.140.113.125:808/hls/10/index.m3u8
东方卫视,http://61.140.113.125:808/hls/11/index.m3u8
山东卫视,http://61.140.113.125:808/hls/12/index.m3u8
辽宁卫视,http://61.140.113.125:808/hls/13/index.m3u8
四川卫视,http://61.140.113.125:808/hls/14/index.m3u8
贵州卫视,http://61.140.113.125:808/hls/15/index.m3u8
重庆卫视,http://61.140.113.125:808/hls/16/index.m3u8
安徽卫视,http://61.140.113.125:808/hls/17/index.m3u8
东南卫视,http://61.140.113.125:808/hls/18/index.m3u8
江西卫视,http://61.140.113.125:808/hls/19/index.m3u8
广西卫视,http://61.140.113.125:808/hls/20/index.m3u8
吉林卫视,http://61.140.113.125:808/hls/21/index.m3u8
河北卫视,http://61.140.113.125:808/hls/23/index.m3u8
陕西卫视,http://61.140.113.125:808/hls/26/index.m3u8
山西卫视,http://61.140.113.125:808/hls/27/index.m3u8
内蒙古卫视,http://61.140.113.125:808/hls/28/index.m3u8
青海卫视,http://61.140.113.125:808/hls/29/index.m3u8
海南卫视,http://61.140.113.125:808/hls/30/index.m3u8
宁夏卫视,http://61.140.113.125:808/hls/31/index.m3u8
新疆卫视,http://61.140.113.125:808/hls/32/index.m3u8
西藏卫视,http://61.140.113.125:808/hls/33/index.m3u8
甘肃卫视,http://61.140.113.125:808/hls/34/index.m3u8
兵团卫视,http://61.140.113.125:808/hls/35/index.m3u8
厦门卫视,http://61.140.113.125:808/hls/36/index.m3u8
星空卫视,http://61.140.113.125:808/hls/110/index.m3u8
南方卫视,http://61.140.113.125:808/hls/118/index.m3u8
广东卫视(),http://61.140.113.125:808/hls/601/index.m3u8
湖南卫视(),http://61.140.113.125:808/hls/634/index.m3u8
浙江卫视(),http://61.140.113.125:808/hls/635/index.m3u8
湖北卫视(),http://61.140.113.125:808/hls/636/index.m3u8
天津卫视(),http://61.140.113.125:808/hls/637/index.m3u8
山东卫视(),http://61.140.113.125:808/hls/638/index.m3u8
江苏卫视(),http://61.140.113.125:808/hls/639/index.m3u8
东方卫视(),http://61.140.113.125:808/hls/640/index.m3u8
广西卫视(),http://61.140.113.125:808/hls/641/index.m3u8
辽宁卫视(),http://61.140.113.125:808/hls/642/index.m3u8
河北卫视(),http://61.140.113.125:808/hls/643/index.m3u8
重庆卫视(),http://61.140.113.125:808/hls/644/index.m3u8
福建东南卫视(),http://61.140.113.125:808/hls/645/index.m3u8
四川卫视(),http://61.140.113.125:808/hls/646/index.m3u8
贵州卫视(),http://61.140.113.125:808/hls/647/index.m3u8
安徽卫视(),http://61.140.113.125:808/hls/648/index.m3u8
北京卫视(),http://61.140.113.125:808/hls/649/index.m3u8
江西卫视(),http://61.140.113.125:808/hls/650/index.m3u8
深圳卫视(),http://61.140.113.125:808/hls/651/index.m3u8
河南卫视(),http://61.140.113.125:808/hls/652/index.m3u8
云南卫视(),http://61.140.113.125:808/hls/653/index.m3u8
陕西卫视(),http://61.140.113.125:808/hls/654/index.m3u8
山西卫视(),http://61.140.113.125:808/hls/655/index.m3u8
内蒙古卫视(),http://61.140.113.125:808/hls/657/index.m3u8
青海卫视(),http://61.140.113.125:808/hls/658/index.m3u8
海南卫视(),http://61.140.113.125:808/hls/659/index.m3u8
宁夏卫视(),http://61.140.113.125:808/hls/660/index.m3u8
西藏卫视(),http://61.140.113.125:808/hls/661/index.m3u8
新疆卫视(),http://61.140.113.125:808/hls/662/index.m3u8
甘肃卫视(),http://61.140.113.125:808/hls/663/index.m3u8
黑龙江卫视(),http://61.140.113.125:808/hls/664/index.m3u8
兵团卫视(),http://61.140.113.125:808/hls/665/index.m3u8
厦门卫视(),http://61.140.113.125:808/hls/670/index.m3u8
三沙卫视(),http://61.140.113.125:808/hls/671/index.m3u8
吉林卫视(),http://61.140.113.125:808/hls/672/index.m3u8
延边卫视(),http://61.140.113.125:808/hls/673/index.m3u8
河北卫视,http://121.27.126.103:809/hls/24/index.m3u8
湖南卫视,http://121.27.126.103:809/hls/25/index.m3u8
浙江卫视,http://121.27.126.103:809/hls/31/index.m3u8
江苏卫视,http://121.27.126.103:809/hls/32/index.m3u8
北京卫视,http://121.27.126.103:809/hls/37/index.m3u8
东方卫视,http://121.27.126.103:809/hls/38/index.m3u8
天津卫视,http://121.27.126.103:809/hls/33/index.m3u8
深圳卫视,http://121.27.126.103:809/hls/34/index.m3u8
山东卫视,http://121.27.126.103:809/hls/35/index.m3u8
广东卫视,http://121.27.126.103:809/hls/36/index.m3u8
黑龙江卫视,http://121.27.126.103:809/hls/46/index.m3u8
辽宁卫视,http://121.27.126.103:809/hls/47/index.m3u8
安徽卫视,http://121.27.126.103:809/hls/48/index.m3u8
湖北卫视,http://121.27.126.103:809/hls/49/index.m3u8
四川卫视,http://121.27.126.103:809/hls/50/index.m3u8
重庆卫视,http://121.27.126.103:809/hls/51/index.m3u8
河南卫视,http://121.27.126.103:809/hls/52/index.m3u8
甘肃卫视,http://121.27.126.103:809/hls/59/index.m3u8
新疆卫视,http://121.27.126.103:809/hls/60/index.m3u8
贵州卫视,http://121.27.126.103:809/hls/62/index.m3u8
江西卫视,http://121.27.126.103:809/hls/63/index.m3u8
东南卫视,http://121.27.126.103:809/hls/64/index.m3u8
吉林卫视,http://121.27.126.103:809/hls/65/index.m3u8
内蒙古卫视,http://121.27.126.103:809/hls/66/index.m3u8
陕西卫视,http://121.27.126.103:809/hls/67/index.m3u8
山西卫视,http://121.27.126.103:809/hls/68/index.m3u8
青海卫视,http://121.27.126.103:809/hls/69/index.m3u8
宁夏卫视,http://121.27.126.103:809/hls/70/index.m3u8
西藏卫视,http://121.27.126.103:809/hls/71/index.m3u8
广西卫视,http://121.27.126.103:809/hls/74/index.m3u8
旅游卫视,http://121.27.126.103:809/hls/75/index.m3u8
湖南卫视,http://121.27.126.103:809/hls/115/index.m3u8
浙江卫视,http://121.27.126.103:809/hls/116/index.m3u8
江苏卫视,http://121.27.126.103:809/hls/117/index.m3u8
北京卫视,http://121.27.126.103:809/hls/118/index.m3u8
天津卫视,http://121.27.126.103:809/hls/119/index.m3u8
河南卫视,http://61.52.158.140:808/hls/16/index.m3u8
江苏卫视,http://61.52.158.140:808/hls/30/index.m3u8
浙江卫视,http://61.52.158.140:808/hls/31/index.m3u8
安徽卫视,http://61.52.158.140:808/hls/32/index.m3u8
北京卫视,http://61.52.158.140:808/hls/33/index.m3u8
湖北卫视,http://61.52.158.140:808/hls/47/index.m3u8
江西卫视,http://61.52.158.140:808/hls/49/index.m3u8
山西卫视,http://61.52.158.140:808/hls/50/index.m3u8
陕西卫视,http://61.52.158.140:808/hls/51/index.m3u8
四川卫视,http://61.52.158.140:808/hls/52/index.m3u8
宁夏卫视,http://61.52.158.140:808/hls/55/index.m3u8
青海卫视,http://61.52.158.140:808/hls/56/index.m3u8
西藏卫视,http://61.52.158.140:808/hls/58/index.m3u8
新疆卫视,http://61.52.158.140:808/hls/59/index.m3u8
厦门卫视,http://61.52.158.140:808/hls/64/index.m3u8
河北卫视,http://121.27.126.64:809/hls/24/index.m3u8
湖南卫视,http://121.27.126.64:809/hls/25/index.m3u8
浙江卫视,http://121.27.126.64:809/hls/31/index.m3u8
江苏卫视,http://121.27.126.64:809/hls/32/index.m3u8
北京卫视,http://121.27.126.64:809/hls/37/index.m3u8
东方卫视,http://121.27.126.64:809/hls/38/index.m3u8
天津卫视,http://121.27.126.64:809/hls/33/index.m3u8
深圳卫视,http://121.27.126.64:809/hls/34/index.m3u8
山东卫视,http://121.27.126.64:809/hls/35/index.m3u8
广东卫视,http://121.27.126.64:809/hls/36/index.m3u8
黑龙江卫视,http://121.27.126.64:809/hls/46/index.m3u8
辽宁卫视,http://121.27.126.64:809/hls/47/index.m3u8
安徽卫视,http://121.27.126.64:809/hls/48/index.m3u8
湖北卫视,http://121.27.126.64:809/hls/49/index.m3u8
四川卫视,http://121.27.126.64:809/hls/50/index.m3u8
重庆卫视,http://121.27.126.64:809/hls/51/index.m3u8
河南卫视,http://121.27.126.64:809/hls/52/index.m3u8
甘肃卫视,http://121.27.126.64:809/hls/59/index.m3u8
新疆卫视,http://121.27.126.64:809/hls/60/index.m3u8
贵州卫视,http://121.27.126.64:809/hls/62/index.m3u8
江西卫视,http://121.27.126.64:809/hls/63/index.m3u8
东南卫视,http://121.27.126.64:809/hls/64/index.m3u8
吉林卫视,http://121.27.126.64:809/hls/65/index.m3u8
内蒙古卫视,http://121.27.126.64:809/hls/66/index.m3u8
陕西卫视,http://121.27.126.64:809/hls/67/index.m3u8
山西卫视,http://121.27.126.64:809/hls/68/index.m3u8
青海卫视,http://121.27.126.64:809/hls/69/index.m3u8
宁夏卫视,http://121.27.126.64:809/hls/70/index.m3u8
西藏卫视,http://121.27.126.64:809/hls/71/index.m3u8
广西卫视,http://121.27.126.64:809/hls/74/index.m3u8
旅游卫视,http://121.27.126.64:809/hls/75/index.m3u8
湖南卫视,http://121.27.126.64:809/hls/115/index.m3u8
浙江卫视,http://121.27.126.64:809/hls/116/index.m3u8
江苏卫视,http://121.27.126.64:809/hls/117/index.m3u8
北京卫视,http://121.27.126.64:809/hls/118/index.m3u8
天津卫视,http://121.27.126.64:809/hls/119/index.m3u8
河北卫视,http://121.27.126.190:809/hls/24/index.m3u8
湖南卫视,http://121.27.126.190:809/hls/25/index.m3u8
浙江卫视,http://121.27.126.190:809/hls/31/index.m3u8
江苏卫视,http://121.27.126.190:809/hls/32/index.m3u8
北京卫视,http://121.27.126.190:809/hls/37/index.m3u8
东方卫视,http://121.27.126.190:809/hls/38/index.m3u8
天津卫视,http://121.27.126.190:809/hls/33/index.m3u8
深圳卫视,http://121.27.126.190:809/hls/34/index.m3u8
山东卫视,http://121.27.126.190:809/hls/35/index.m3u8
广东卫视,http://121.27.126.190:809/hls/36/index.m3u8
黑龙江卫视,http://121.27.126.190:809/hls/46/index.m3u8
辽宁卫视,http://121.27.126.190:809/hls/47/index.m3u8
安徽卫视,http://121.27.126.190:809/hls/48/index.m3u8
湖北卫视,http://121.27.126.190:809/hls/49/index.m3u8
四川卫视,http://121.27.126.190:809/hls/50/index.m3u8
重庆卫视,http://121.27.126.190:809/hls/51/index.m3u8
河南卫视,http://121.27.126.190:809/hls/52/index.m3u8
甘肃卫视,http://121.27.126.190:809/hls/59/index.m3u8
新疆卫视,http://121.27.126.190:809/hls/60/index.m3u8
贵州卫视,http://121.27.126.190:809/hls/62/index.m3u8
江西卫视,http://121.27.126.190:809/hls/63/index.m3u8
东南卫视,http://121.27.126.190:809/hls/64/index.m3u8
吉林卫视,http://121.27.126.190:809/hls/65/index.m3u8
内蒙古卫视,http://121.27.126.190:809/hls/66/index.m3u8
陕西卫视,http://121.27.126.190:809/hls/67/index.m3u8
山西卫视,http://121.27.126.190:809/hls/68/index.m3u8
青海卫视,http://121.27.126.190:809/hls/69/index.m3u8
宁夏卫视,http://121.27.126.190:809/hls/70/index.m3u8
西藏卫视,http://121.27.126.190:809/hls/71/index.m3u8
广西卫视,http://121.27.126.190:809/hls/74/index.m3u8
旅游卫视,http://121.27.126.190:809/hls/75/index.m3u8
湖南卫视,http://121.27.126.190:809/hls/115/index.m3u8
浙江卫视,http://121.27.126.190:809/hls/116/index.m3u8
江苏卫视,http://121.27.126.190:809/hls/117/index.m3u8
北京卫视,http://121.27.126.190:809/hls/118/index.m3u8
天津卫视,http://121.27.126.190:809/hls/119/index.m3u8
重庆卫视,http://14.105.22.9:20002/rtp/235.254.196.249:1268
江苏卫视超,http://14.105.22.9:20002/rtp/235.254.198.64:1532
浙江卫视超,http://14.105.22.9:20002/rtp/235.254.198.63:1528
东方卫视超,http://14.105.22.9:20002/rtp/235.254.198.73:1568
深圳卫视,http://14.105.22.9:20002/rtp/235.254.198.71:1560
北京卫视超,http://14.105.22.9:20002/rtp/235.254.198.66:1540
山东卫视,http://14.105.22.9:20002/rtp/235.254.198.69:1552
天津卫视超,http://14.105.22.9:20002/rtp/235.254.198.67:1544
贵州卫视超,http://14.105.22.9:20002/rtp/235.254.198.185:7980
四川卫视超,http://14.105.22.9:20002/rtp/235.254.198.175:7980
云南卫视,http://14.105.22.9:20002/rtp/235.254.198.25:1376
广西卫视,http://14.105.22.9:20002/rtp/235.254.198.38:1428
黑龙江卫视超,http://14.105.22.9:20002/rtp/235.254.198.70:1556
安徽卫视超,http://14.105.22.9:20002/rtp/235.254.198.65:1536
山西卫视,http://14.105.22.9:20002/rtp/235.254.198.41:1440
江西卫视,http://14.105.22.9:20002/rtp/235.254.198.29:1392
湖北卫视,http://14.105.22.9:20002/rtp/235.254.198.72:1564
旅游卫视,http://14.105.22.9:20002/rtp/235.254.198.44:1452
陕西卫视,http://14.105.22.9:20002/rtp/235.254.198.40:1436
东南卫视超,http://14.105.22.9:20002/rtp/235.254.198.129:7980
吉林卫视,http://14.105.22.9:20002/rtp/235.254.198.39:1432
辽宁卫视,http://14.105.22.9:20002/rtp/235.254.198.68:1548
内蒙古卫视,http://14.105.22.9:20002/rtp/235.254.198.42:1444
湖南卫视超,http://14.105.22.9:20002/rtp/235.254.198.62:1524
广东卫视,http://14.105.22.9:20002/rtp/235.254.196.204:1088
河南卫视,http://14.105.22.9:20002/rtp/235.254.198.26:1380
河北卫视,http://14.105.22.9:20002/rtp/235.254.198.184:7980
宁夏卫视,http://14.105.22.9:20002/rtp/235.254.198.45:1456
甘肃卫视,http://14.105.22.9:20002/rtp/235.254.198.48:1468
青海卫视,http://14.105.22.9:20002/rtp/235.254.198.43:1448
新疆卫视,http://14.105.22.9:20002/rtp/235.254.198.47:1464
西藏卫视,http://14.105.22.9:20002/rtp/235.254.198.46:1460
重庆卫视,http://14.105.22.9:20002/rtp/235.254.198.34:1412
江苏卫视,http://14.105.22.9:20002/rtp/235.254.198.19:1352
湖南卫视,http://14.105.22.9:20002/rtp/235.254.198.17:1344
东方卫视,http://14.105.22.9:20002/rtp/235.254.198.33:1408
北京卫视,http://14.105.22.9:20002/rtp/235.254.198.21:1360
浙江卫视,http://14.105.22.9:20002/rtp/235.254.198.18:1348
深圳卫视,http://14.105.22.9:20002/rtp/235.254.198.31:1400
安徽卫视,http://14.105.22.9:20002/rtp/235.254.198.20:1356
山东卫视,http://14.105.22.9:20002/rtp/235.254.198.24:1372
广东卫视,http://14.105.22.9:20002/rtp/235.254.198.37:1424
天津卫视,http://14.105.22.9:20002/rtp/235.254.198.22:1364
四川卫视,http://14.105.22.9:20002/rtp/235.254.198.28:1388
辽宁卫视,http://14.105.22.9:20002/rtp/235.254.198.23:1368
黑龙江卫视,http://14.105.22.9:20002/rtp/235.254.198.27:1384
贵州卫视,http://14.105.22.9:20002/rtp/235.254.198.30:1396
湖北卫视,http://14.105.22.9:20002/rtp/235.254.198.32:1404
河北卫视,http://14.105.22.9:20002/rtp/235.254.198.128:1788
东南卫视,http://14.105.22.9:20002/rtp/235.254.198.35:1416
安徽卫视,http://60.166.114.144:8888/rtp/238.1.79.27:4328
北京卫视,http://60.166.114.144:8888/rtp/238.1.78.162:7168
天津卫视,http://60.166.114.144:8888/rtp/238.1.78.20:6088
重庆卫视,http://60.166.114.144:8888/rtp/238.1.78.31:6176
东方卫视,http://60.166.114.144:8888/rtp/238.1.78.163:7176
安徽卫视,http://60.166.114.144:8888/rtp/238.1.78.150:7072
江苏卫视,http://60.166.114.144:8888/rtp/238.1.78.165:7192
浙江卫视,http://60.166.114.144:8888/rtp/238.1.78.164:7184
黑龙江卫视,http://60.166.114.144:8888/rtp/238.1.78.159:7144
吉林卫视,http://60.166.114.144:8888/rtp/238.1.79.48:4496
辽宁卫视,http://60.166.114.144:8888/rtp/238.1.78.21:6096
东南卫视,http://60.166.114.144:8888/rtp/238.1.78.22:6104
四川卫视,http://60.166.114.144:8888/rtp/238.1.78.30:6168
江西卫视,http://60.166.114.144:8888/rtp/238.1.78.26:6136
广东卫视,http://60.166.114.144:8888/rtp/238.1.78.161:7160
海南卫视,http://60.166.114.144:8888/rtp/238.1.79.49:4504
湖北卫视,http://60.166.114.144:8888/rtp/238.1.78.168:7216
湖南卫视,http://60.166.114.144:8888/rtp/238.1.78.160:7152
贵州卫视,http://60.166.114.144:8888/rtp/238.1.78.244:7824
河北卫视,http://60.166.114.144:8888/rtp/238.1.78.245:7832
河南卫视,http://60.166.114.144:8888/rtp/238.1.79.65:4632
山东卫视,http://60.166.114.144:8888/rtp/238.1.78.169:7224
甘肃卫视,http://60.166.114.144:8888/rtp/238.1.79.36:4400
陕西卫视,http://60.166.114.144:8888/rtp/238.1.78.88:6576
云南卫视,http://60.166.114.144:8888/rtp/238.1.78.89:6584
山西卫视,http://60.166.114.144:8888/rtp/238.1.78.95:6632
青海卫视,http://60.166.114.144:8888/rtp/238.1.78.102:6688
广西卫视,http://60.166.114.144:8888/rtp/238.1.78.70:6432
内蒙古卫视,http://60.166.114.144:8888/rtp/238.1.78.103:6696
宁夏卫视,http://60.166.114.144:8888/rtp/238.1.78.109:6744
新疆卫视,http://60.166.114.144:8888/rtp/238.1.78.110:6752
西藏卫视,http://60.166.114.144:8888/rtp/238.1.78.101:6680
深圳卫视,http://60.166.114.144:8888/rtp/238.1.78.156:7120
兵团卫视,http://60.166.114.144:8888/rtp/238.1.78.104:6704
三沙卫视,http://60.166.114.144:8888/rtp/238.1.78.27:6144
厦门卫视,http://60.166.114.144:8888/rtp/238.1.78.246:7840
山东教育卫视,http://60.166.114.144:8888/rtp/238.1.78.254:7904
湖南卫视,http://113.24.136.66:8084/udp/239.1.1.28:8028
四川卫视,http://113.24.136.66:8084/udp/239.1.1.29:8029
吉林卫视,http://113.24.136.66:8084/udp/239.1.1.30:8030
上海卫视,http://113.24.136.66:8084/udp/239.1.1.31:8031
湖北卫视,http://113.24.136.66:8084/udp/239.1.1.32:8032
东南卫视,http://113.24.136.66:8084/udp/239.1.1.33:8033
河南卫视,http://113.24.136.66:8084/udp/239.1.1.34:8034
江苏卫视,http://113.24.136.66:8084/udp/239.1.1.35:8035
重庆卫视,http://113.24.136.66:8084/udp/239.1.1.36:8036
黑龙江卫视,http://113.24.136.66:8084/udp/239.1.1.37:8037
浙江卫视,http://113.24.136.66:8084/udp/239.1.1.38:8038
深圳卫视,http://113.24.136.66:8084/udp/239.1.1.39:8039
广西卫视,http://113.24.136.66:8084/udp/239.1.1.40:8040
北京卫视,http://113.24.136.66:8084/udp/239.1.1.41:8041
辽宁卫视,http://113.24.136.66:8084/udp/239.1.1.42:8042
贵州卫视,http://113.24.136.66:8084/udp/239.1.1.43:8043
安徽卫视,http://113.24.136.66:8084/udp/239.1.1.44:8044
天津卫视,http://113.24.136.66:8084/udp/239.1.1.46:8046
山东卫视,http://113.24.136.66:8084/udp/239.1.1.47:8047
河北卫视,http://113.24.136.66:8084/udp/239.1.1.48:8048
广东卫视,http://113.24.136.66:8084/udp/239.1.1.49:8049
江西卫视,http://113.24.136.66:8084/udp/239.1.1.52:8052
陕西卫视,http://113.24.136.66:8084/udp/239.1.1.50:8050
甘肃卫视,http://113.24.136.66:8084/udp/239.1.1.51:8051
青海卫视,http://113.24.136.66:8084/udp/239.1.1.53:8053
云南卫视,http://113.24.136.66:8084/udp/239.1.1.54:8054
海南卫视,http://113.24.136.66:8084/udp/239.1.1.55:8055
宁夏卫视,http://113.24.136.66:8084/udp/239.1.1.56:8056
西藏卫视,http://113.24.136.66:8084/udp/239.1.1.57:8057
兵团卫视,http://113.24.136.66:8084/udp/239.1.1.58:8058
新疆卫视,http://113.24.136.66:8084/udp/239.1.1.59:8059
内蒙古卫视,http://113.24.136.66:8084/udp/239.1.1.60:8060
大湾区卫视,http://113.24.136.66:8084/udp/239.1.1.69:8069
三沙卫视,http://113.24.136.66:8084/udp/239.1.1.70:8070
厦门卫视,http://113.24.136.66:8084/udp/239.1.1.71:8071
农林卫视,http://113.24.136.66:8084/udp/239.1.1.73:8073
山东教育卫视,http://113.24.136.66:8084/udp/239.1.1.74:8074
山西卫视,http://113.24.136.66:8084/udp/239.1.1.1:8001
湖南卫视,http://113.24.136.66:8083/udp/239.1.1.28:8028
四川卫视,http://113.24.136.66:8083/udp/239.1.1.29:8029
吉林卫视,http://113.24.136.66:8083/udp/239.1.1.30:8030
上海卫视,http://113.24.136.66:8083/udp/239.1.1.31:8031
湖北卫视,http://113.24.136.66:8083/udp/239.1.1.32:8032
东南卫视,http://113.24.136.66:8083/udp/239.1.1.33:8033
河南卫视,http://113.24.136.66:8083/udp/239.1.1.34:8034
江苏卫视,http://113.24.136.66:8083/udp/239.1.1.35:8035
重庆卫视,http://113.24.136.66:8083/udp/239.1.1.36:8036
黑龙江卫视,http://113.24.136.66:8083/udp/239.1.1.37:8037
浙江卫视,http://113.24.136.66:8083/udp/239.1.1.38:8038
深圳卫视,http://113.24.136.66:8083/udp/239.1.1.39:8039
广西卫视,http://113.24.136.66:8083/udp/239.1.1.40:8040
北京卫视,http://113.24.136.66:8083/udp/239.1.1.41:8041
辽宁卫视,http://113.24.136.66:8083/udp/239.1.1.42:8042
贵州卫视,http://113.24.136.66:8083/udp/239.1.1.43:8043
安徽卫视,http://113.24.136.66:8083/udp/239.1.1.44:8044
天津卫视,http://113.24.136.66:8083/udp/239.1.1.46:8046
山东卫视,http://113.24.136.66:8083/udp/239.1.1.47:8047
河北卫视,http://113.24.136.66:8083/udp/239.1.1.48:8048
广东卫视,http://113.24.136.66:8083/udp/239.1.1.49:8049
江西卫视,http://113.24.136.66:8083/udp/239.1.1.52:8052
陕西卫视,http://113.24.136.66:8083/udp/239.1.1.50:8050
甘肃卫视,http://113.24.136.66:8083/udp/239.1.1.51:8051
青海卫视,http://113.24.136.66:8083/udp/239.1.1.53:8053
云南卫视,http://113.24.136.66:8083/udp/239.1.1.54:8054
海南卫视,http://113.24.136.66:8083/udp/239.1.1.55:8055
宁夏卫视,http://113.24.136.66:8083/udp/239.1.1.56:8056
西藏卫视,http://113.24.136.66:8083/udp/239.1.1.57:8057
兵团卫视,http://113.24.136.66:8083/udp/239.1.1.58:8058
新疆卫视,http://113.24.136.66:8083/udp/239.1.1.59:8059
内蒙古卫视,http://113.24.136.66:8083/udp/239.1.1.60:8060
大湾区卫视,http://113.24.136.66:8083/udp/239.1.1.69:8069
三沙卫视,http://113.24.136.66:8083/udp/239.1.1.70:8070
厦门卫视,http://113.24.136.66:8083/udp/239.1.1.71:8071
农林卫视,http://113.24.136.66:8083/udp/239.1.1.73:8073
山东教育卫视,http://113.24.136.66:8083/udp/239.1.1.74:8074
山西卫视,http://113.24.136.66:8083/udp/239.1.1.1:8001
湖南卫视,http://113.24.136.66:8082/udp/239.1.1.28:8028
四川卫视,http://113.24.136.66:8082/udp/239.1.1.29:8029
吉林卫视,http://113.24.136.66:8082/udp/239.1.1.30:8030
上海卫视,http://113.24.136.66:8082/udp/239.1.1.31:8031
湖北卫视,http://113.24.136.66:8082/udp/239.1.1.32:8032
东南卫视,http://113.24.136.66:8082/udp/239.1.1.33:8033
河南卫视,http://113.24.136.66:8082/udp/239.1.1.34:8034
江苏卫视,http://113.24.136.66:8082/udp/239.1.1.35:8035
重庆卫视,http://113.24.136.66:8082/udp/239.1.1.36:8036
黑龙江卫视,http://113.24.136.66:8082/udp/239.1.1.37:8037
浙江卫视,http://113.24.136.66:8082/udp/239.1.1.38:8038
深圳卫视,http://113.24.136.66:8082/udp/239.1.1.39:8039
广西卫视,http://113.24.136.66:8082/udp/239.1.1.40:8040
北京卫视,http://113.24.136.66:8082/udp/239.1.1.41:8041
辽宁卫视,http://113.24.136.66:8082/udp/239.1.1.42:8042
贵州卫视,http://113.24.136.66:8082/udp/239.1.1.43:8043
安徽卫视,http://113.24.136.66:8082/udp/239.1.1.44:8044
天津卫视,http://113.24.136.66:8082/udp/239.1.1.46:8046
山东卫视,http://113.24.136.66:8082/udp/239.1.1.47:8047
河北卫视,http://113.24.136.66:8082/udp/239.1.1.48:8048
广东卫视,http://113.24.136.66:8082/udp/239.1.1.49:8049
江西卫视,http://113.24.136.66:8082/udp/239.1.1.52:8052
陕西卫视,http://113.24.136.66:8082/udp/239.1.1.50:8050
甘肃卫视,http://113.24.136.66:8082/udp/239.1.1.51:8051
青海卫视,http://113.24.136.66:8082/udp/239.1.1.53:8053
云南卫视,http://113.24.136.66:8082/udp/239.1.1.54:8054
海南卫视,http://113.24.136.66:8082/udp/239.1.1.55:8055
宁夏卫视,http://113.24.136.66:8082/udp/239.1.1.56:8056
西藏卫视,http://113.24.136.66:8082/udp/239.1.1.57:8057
兵团卫视,http://113.24.136.66:8082/udp/239.1.1.58:8058
新疆卫视,http://113.24.136.66:8082/udp/239.1.1.59:8059
内蒙古卫视,http://113.24.136.66:8082/udp/239.1.1.60:8060
大湾区卫视,http://113.24.136.66:8082/udp/239.1.1.69:8069
三沙卫视,http://113.24.136.66:8082/udp/239.1.1.70:8070
厦门卫视,http://113.24.136.66:8082/udp/239.1.1.71:8071
农林卫视,http://113.24.136.66:8082/udp/239.1.1.73:8073
山东教育卫视,http://113.24.136.66:8082/udp/239.1.1.74:8074
山西卫视,http://113.24.136.66:8082/udp/239.1.1.1:8001
湖南卫视F,http://118.249.23.5:8989/udp/239.76.245.115:1234
广东卫视,http://118.249.23.5:8989/udp/239.76.245.189:1234
东南卫视,http://118.249.23.5:8989/udp/239.76.245.190:1234
安徽卫视,http://118.249.23.5:8989/udp/239.76.245.196:1234
辽宁卫视,http://118.249.23.5:8989/udp/239.76.245.197:1234
江西卫视,http://118.249.23.5:8989/udp/239.76.245.225:1234
河北卫视,http://118.249.23.5:8989/udp/239.76.245.199:1234
贵州卫视,http://118.249.23.5:8989/udp/239.76.245.198:1234
江苏卫视,http://118.249.23.5:8989/udp/239.76.246.181:1234
东方卫视,http://118.249.23.5:8989/udp/239.76.246.186:1234
浙江卫视,http://118.249.23.5:8989/udp/239.76.246.182:1234
北京卫视,http://118.249.23.5:8989/udp/239.76.246.184:1234
天津卫视,http://118.249.23.5:8989/udp/239.76.246.185:1234
深圳卫视,http://118.249.23.5:8989/udp/239.76.246.188:1234
湖北卫视,http://118.249.23.5:8989/udp/239.76.246.193:1234
山东卫视,http://118.249.23.5:8989/udp/239.76.246.195:1234
黑龙江卫视,http://118.249.23.5:8989/udp/239.76.246.200:1234
吉林卫视,http://118.249.23.5:8989/udp/239.76.246.201:1234
河南卫视,http://118.249.23.5:8989/udp/239.76.246.202:1234
海南卫视,http://118.249.23.5:8989/udp/239.76.246.203:1234
四川卫视,http://118.249.23.5:8989/udp/239.76.246.91:1234
重庆卫视,http://118.249.23.5:8989/udp/239.76.246.92:1234
甘肃卫视,http://118.249.23.5:8989/udp/239.76.246.94:1234
湖南卫视,http://118.249.23.5:8989/udp/239.76.246.101:1234
湖南卫视F20M,http://118.249.23.5:8989/udp/239.76.246.100:1234
湖南卫视,http://118.249.23.5:8989/udp/239.76.253.101:9000
湖南卫视F,http://118.249.23.5:8989/udp/239.76.253.100:9000
江苏卫视,http://118.249.23.5:8989/udp/239.76.253.181:9000
